Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index
6,81,Yes,4,7,69.4172
5,75,No,7,6,61.1165
3,65,No,5,0,43.0584
9,65,No,5,1,60.4185
3,63,Yes,4,9,42.9097
3,51,Yes,4,1,29.1135
2,47,No,9,1,24.0186
7,93,Yes,6,1,84.2782
4,48,No,7,4,30.3781
3,87,Yes,8,3,68.0971
2,63,No,4,3,38.2692
9,55,Yes,6,3,51.7151
7,49,Yes,6,5,40.2825
2,44,No,9,5,21.7558
7,54,Yes,5,3,44.4903
8,59,Yes,5,7,53.2309
2,41,Yes,8,3,18.4144
6,55,Yes,9,2,44.3947
9,73,No,6,1,69.0476
6,63,Yes,4,8,51.2932
1,67,Yes,4,7,40.865
6,76,Yes,4,6,64.1301
2,88,Yes,4,8,65.2985
3,75,Yes,6,1,54.5148
6,68,Yes,6,4,56.564
9,87,No,4,1,82.3256
3,70,Yes,5,2,49.137
3,46,Yes,4,6,25.0127
8,81,No,7,9,76.3981
7,49,Yes,6,4,40.0848
6,73,No,7,4,61.5457
7,48,Yes,9,8,41.3163
1,76,Yes,7,1,50.298
9,92,Yes,5,3,88.8904
7,42,Yes,5,3,32.2758
6,53,Yes,5,7,41.4029
7,89,Yes,9,2,81.8629
1,97,No,5,4,70.7004
2,67,No,8,7,45.0762
1,48,No,7,2,21.4014
4,90,Yes,4,8,73.055
6,73,Yes,8,1,62.0326
1,58,Yes,6,3,31.8856
3,57,No,7,6,37.074
1,63,No,9,1,37.4442
7,47,No,7,1,37.3482
7,67,No,9,1,58.6781
8,45,Yes,7,5,39.5576
4,88,No,9,0,71.2745
7,44,No,5,4,33.9154
7,54,No,5,9,45.0828
3,54,No,8,3,33.9134
3,67,No,7,9,47.8459
3,62,No,4,4,40.3094
4,48,No,7,0,29.5872
8,69,No,4,6,62.132
9,55,Yes,4,2,50.5451
3,40,No,7,6,19.7701
9,98,Yes,9,1,96.5468
9,57,No,5,0,52.0778
9,97,Yes,9,1,95.5289
7,88,No,8,2,79.765
2,84,Yes,8,6,62.7762
4,60,Yes,4,8,42.5188
8,85,No,5,8,79.2996
2,85,No,7,7,62.9118
7,64,Yes,4,7,54.9737
3,85,No,8,0,64.8743
4,56,Yes,5,0,37.3517
3,85,No,8,0,64.8743
5,84,Yes,5,9,70.492
4,93,Yes,7,1,76.1831
8,43,No,5,5,35.9557
6,86,Yes,4,4,73.9135
9,63,Yes,8,7,61.6213
2,62,No,8,9,40.3823
8,70,No,8,5,64.8968
7,52,No,8,1,42.9238
3,46,Yes,9,9,28.0366
1,83,Yes,6,9,58.5187
9,67,Yes,6,7,64.7205
9,57,No,8,3,54.1294
5,40,Yes,4,5,24.4285
6,89,Yes,7,8,79.2164
5,90,No,5,1,74.4238
7,72,No,4,3,61.7321
1,92,No,8,0,66.2787
6,44,No,6,7,32.1344
9,79,No,6,5,75.9458
9,52,No,9,5,49.9216
7,81,Yes,8,7,74.2223
4,82,Yes,8,8,66.8567
3,56,Yes,7,9,37.2431
7,74,No,9,1,65.8032
3,74,Yes,4,1,52.5246
2,57,Yes,7,1,33.8188
6,89,Yes,7,0,77.6347
1,85,Yes,5,2,58.6843
6,66,Yes,4,4,53.556
9,40,No,5,8,36.3556
2,60,No,4,5,35.611
5,88,No,6,9,74.4559
4,64,No,9,1,47.0432
9,96,No,8,3,93.8265
4,41,Yes,8,7,24.9261
2,87,No,9,5,65.5244
5,99,Yes,9,3,86.5185
6,93,Yes,8,2,82.5878
5,53,Yes,6,3,38.2378
4,89,No,7,8,72.9018
9,41,Yes,6,2,37.2672
6,73,Yes,6,2,61.258
3,74,No,7,3,53.7847
6,93,No,6,7,82.0102
8,54,Yes,5,9,48.537
9,51,No,9,0,47.9152
3,92,No,7,9,73.2927
2,77,Yes,8,6,55.6511
4,81,Yes,7,0,63.7709
2,42,No,9,2,19.1269
1,69,Yes,5,1,42.2006
6,55,No,5,1,41.6585
3,97,Yes,9,0,78.1688
1,67,Yes,7,7,42.3235
3,84,Yes,5,3,63.585
7,57,Yes,5,1,47.1485
6,69,Yes,6,5,57.7796
3,41,No,8,7,21.4718
5,99,Yes,7,4,85.7439
7,93,Yes,7,8,86.1483
6,94,Yes,9,2,84.0918
2,62,No,4,9,38.4376
6,80,No,8,4,69.157
8,85,No,6,0,78.204
3,81,No,9,9,63.0684
5,66,No,7,5,51.7579
8,74,Yes,8,1,68.7713
5,46,No,5,9,31.219
3,97,Yes,6,0,76.7103
6,90,Yes,6,8,79.7481
5,50,No,5,5,34.4996
5,49,No,7,5,34.4541
6,60,No,6,1,47.2341
3,98,No,8,1,78.3044
5,75,No,8,7,61.8004
3,68,Yes,5,3,47.299
4,49,No,4,6,30.3329
4,94,No,5,1,75.6349
4,79,No,5,6,61.3553
8,52,Yes,6,9,46.9874
3,61,No,8,6,41.6316
4,77,No,7,1,59.3033
7,84,No,7,0,74.8119
1,97,Yes,9,8,74.0297
2,61,Yes,5,1,36.918
2,70,Yes,4,1,45.5927
5,47,No,4,9,31.7507
4,44,Yes,6,7,27.0074
2,81,No,4,7,57.3818
2,59,No,8,3,36.1423
9,68,Yes,4,8,64.9638
5,66,No,6,5,51.2718
1,64,Yes,6,3,37.9928
3,73,Yes,5,9,53.5746
3,72,No,7,9,52.9352
2,50,Yes,7,5,27.4845
3,97,No,4,5,76.1328
7,57,No,8,2,48.2109
3,86,Yes,4,8,66.1231
7,80,Yes,9,9,74.086
7,98,No,4,4,88.3945
9,68,Yes,7,7,66.2245
5,68,No,9,6,54.9637
5,99,Yes,6,4,85.2578
3,65,Yes,4,0,43.166
8,58,Yes,5,3,51.4222
6,41,Yes,9,1,29.9467
5,40,Yes,8,5,26.3732
2,66,No,9,5,44.1491
4,93,No,4,9,75.7125
8,84,No,9,2,79.0401
1,91,Yes,9,5,67.3293
9,80,Yes,5,4,76.8736
6,56,Yes,8,9,46.3104
4,70,No,8,7,53.8506
1,61,Yes,7,7,36.2162
9,92,Yes,4,5,88.7996
4,67,No,9,3,50.4923
9,77,Yes,9,8,76.5554
3,82,Yes,5,1,61.1538
7,64,Yes,4,7,54.9737
8,75,No,4,1,67.2507
7,98,Yes,7,5,90.6446
3,50,No,7,8,30.3443
8,69,No,9,5,64.3651
4,53,Yes,9,1,36.4404
5,88,No,5,8,73.772
5,92,Yes,7,8,79.4096
6,72,Yes,4,2,59.2678
1,80,No,5,4,53.3966
4,58,Yes,9,9,43.1115
9,95,No,5,7,92.141
4,64,Yes,8,9,48.7326
8,65,No,4,8,58.4559
5,72,Yes,8,7,59.3406
9,43,No,6,5,39.3022
8,90,Yes,6,8,85.4689
5,44,Yes,9,1,30.14
1,61,Yes,4,1,33.5714
8,57,Yes,7,6,51.9698
3,90,Yes,8,2,70.953
8,86,Yes,5,8,80.9113
8,53,Yes,4,5,46.2421
8,63,No,5,6,56.5109
1,60,No,6,1,32.9321
6,64,Yes,6,8,53.2834
1,58,Yes,8,8,33.8465
2,46,Yes,7,9,24.2039
4,86,Yes,7,2,69.2557
8,47,No,5,0,39.0386
1,40,No,9,6,15.0216
5,54,No,8,7,40.425
8,65,No,7,3,58.9258
2,97,No,5,8,74.3517
1,79,No,4,1,51.2994
9,97,No,6,9,95.0584
3,72,Yes,8,6,53.4221
6,62,Yes,8,0,50.6382
1,52,Yes,6,3,25.7783
5,96,No,7,5,82.2942
3,84,No,9,7,65.7266
2,86,Yes,7,7,64.5235
7,77,No,5,9,68.4939
5,80,Yes,6,7,66.5113
9,81,Yes,5,1,77.2983
2,48,No,7,7,25.2504
3,62,No,6,2,40.8863
5,65,No,4,9,50.0724
6,69,No,9,5,58.6443
8,85,No,9,7,81.0465
5,58,No,9,5,44.5873
5,65,No,9,6,51.9101
3,81,Yes,9,3,62.476
1,62,Yes,8,6,37.5225
5,88,No,4,4,72.495
5,67,Yes,5,0,51.4087
4,40,Yes,7,5,23.0266
6,77,Yes,6,6,66.1203
4,48,No,8,2,30.4688
7,99,Yes,6,2,90.5831
1,44,No,8,7,18.8047
5,98,No,6,6,84.0415
9,64,No,5,5,60.1915
5,81,No,5,7,66.4492
8,97,No,6,0,90.4185
4,64,Yes,7,2,46.8625
4,48,Yes,5,8,30.7904
5,54,Yes,5,9,39.9558
9,84,No,4,3,79.6674
4,59,Yes,4,4,40.71
6,47,Yes,6,4,35.1886
5,96,Yes,6,8,82.995
9,84,No,9,9,83.2845
4,72,No,6,7,54.9141
2,72,No,8,2,49.177
4,85,Yes,6,8,68.938
2,95,Yes,5,7,72.712
5,93,No,8,5,79.7267
4,91,Yes,4,3,73.0843
8,46,No,9,2,40.3608
8,93,No,8,3,87.9125
6,79,No,9,6,69.0207
9,60,No,7,4,56.8946
5,56,No,8,5,42.0653
1,86,No,6,6,60.3854
9,57,No,6,3,53.1571
2,63,Yes,6,9,41.0216
9,63,Yes,4,9,60.0721
7,86,Yes,8,6,79.1139
8,58,Yes,6,7,52.6992
6,81,No,7,3,69.491
6,99,Yes,5,2,87.2366
9,44,Yes,4,4,39.7439
8,56,No,5,4,48.9903
5,89,No,7,0,74.1805
7,78,No,6,5,69.2071
2,85,Yes,8,5,63.5963
7,47,No,7,9,38.93
2,40,No,9,8,18.2774
6,41,No,9,3,29.7483
8,43,No,5,9,36.7465
6,87,Yes,5,3,75.2198
7,42,Yes,9,8,35.209
3,45,Yes,9,2,25.6347
3,60,Yes,8,1,40.219
5,99,Yes,9,3,86.5185
4,67,No,6,8,50.0224
3,93,No,5,6,72.7452
4,77,No,4,5,58.6357
6,82,No,5,9,70.7229
6,75,No,4,6,62.5184
6,79,No,5,1,66.0875
9,78,Yes,4,1,73.7585
1,65,No,8,1,38.9938
6,64,Yes,4,4,51.5202
5,56,No,8,0,41.0768
8,76,Yes,5,1,69.3485
2,61,Yes,7,7,39.0766
3,61,No,6,1,39.6707
7,53,Yes,5,1,43.077
4,65,Yes,8,7,49.3551
5,61,Yes,9,4,48.037
1,69,No,8,8,44.4493
3,55,No,5,7,34.2636
9,77,No,4,0,71.9491
8,45,Yes,4,0,37.1105
8,43,Yes,7,0,36.5332
8,45,Yes,7,5,39.5576
9,65,No,7,4,61.9839
8,50,No,7,9,44.844
3,80,No,6,1,59.0104
1,48,No,8,3,22.0853
5,90,Yes,4,8,75.9154
1,57,Yes,6,1,30.4723
5,56,Yes,7,6,42.3707
6,40,No,5,2,26.5881
5,76,No,5,2,60.3712
9,87,Yes,5,9,84.9873
8,95,No,9,6,91.0275
4,95,Yes,5,8,78.6306
1,65,No,9,0,39.2822
3,96,No,8,7,77.455
8,96,Yes,4,1,89.2199
4,69,Yes,4,1,50.2956
6,49,No,5,5,36.3421
9,78,No,7,1,74.6232
8,46,Yes,7,7,40.9709
7,74,Yes,5,7,65.6387
5,59,Yes,8,9,46.5036
6,65,Yes,4,1,51.9449
6,65,Yes,6,5,53.7081
8,82,Yes,6,5,76.7328
7,74,No,9,2,66.0009
6,74,No,6,6,62.4729
8,72,Yes,7,2,66.4471
3,72,Yes,4,1,50.4889
5,51,Yes,5,1,35.3204
4,65,Yes,7,7,48.8689
2,53,Yes,5,9,30.3567
9,89,No,9,3,87.1876
4,98,Yes,9,7,83.4311
2,85,No,6,3,61.6348
5,82,No,9,5,69.0163
3,85,No,7,6,65.5745
2,98,No,7,1,74.9579
2,94,Yes,8,9,73.5481
5,74,No,9,4,60.6755
1,98,Yes,9,3,74.059
9,78,No,8,9,76.6911
9,88,No,8,2,85.4858
4,80,Yes,9,1,63.9231
4,77,No,9,2,60.4733
9,70,No,9,9,69.0342
2,98,No,7,9,76.5396
8,87,Yes,4,9,81.6407
1,48,Yes,8,5,23.0746
3,46,No,5,8,25.3005
9,52,No,9,7,50.317
1,49,Yes,4,2,21.5546
